rating,text,title,user.userLocation.name,user.userLocation.shortName,user.username,publishedDate,X,X.1,X.2,X.3,X.4,X.5,sentiment,year,nationality
4,"Variety of potatoes, tasty. Adequate portions. Only the potato with herring was terrible - I don't recommend it.
The service was nice but obviously ""seasonal"". Beer is very expensive (from PLN 13 to PLN 15 for 0.5 liter), wine from a box for PLN 40 - 0.5 liter. The wine is cloudy and tastes terrible. No ice in the restaurant, wine temperature not appropriate. 
No possibility to order drinks.
The place is geared towards one-time tourists. 
One toilet for many tables.","The food was tasty, the rest was worse...","Gdansk, Poland",Gdansk,KarolinnB,2019-08-07,,,,,,,pos,2019.0,Poland
4,"We randomly walked into the small restaurant on a cold day to warm up with a beer and some fries. But unfortunately there was no room in the restaurant. However, we were directed to a basement restaurant right next door, which had the same cuisine/dishes, according to the friendly waitress. We saw others getting a ""baked potato"" it looked so delicious that we decided we would come back and order it. We came the next day. We each got our own kind of baked potato. They were both insanely delicious. The only downside was that there was no room inside again, so we had to sit outside on the terrace, but luckily the weather was ok. Cheap and good experience that can be recommended :)",Delicious potato,"Gdansk, Poland",Gdansk,Curiosity298126,2019-05-04,,,,,,,pos,2019.0,Poland
5,"It might seem that it's an ordinary... sorry, potato - nothing could be further from the truth, it's an EXTRAORDINARY CROWN POTATO!, and these sauces and their variety are a dream. I will come back soon with great pleasure :) ",POTATO IN A CROWN,"Gdansk, Poland",Gdansk,787KaRed,2019-03-25,,,,,,,pos,2019.0,Poland
5,"One of my favorite places in Gdańsk. 
A cozy place with delicious potatoes, with which you can choose various salads: cold and warm. 
My favorite potato is a trio mix: ham or herring salad, vegetable salad and tzatziki. 
Cheap, tasty and cozy.
Very nice service.",Very good potatoes with additions,"Gdansk, Poland",Gdansk,teambarto,2019-03-14,,,,,,,pos,2019.0,Poland
4,"Delicious stuffed potatoes :D Hungarian with sausage and tzatziki, worth recommending. Mulled wine and seasonal tea are also worth attention :)",Delicious,"Gdansk, Poland",Gdansk,zetagnieszka,2019-01-01,,,,,,,pos,2019.0,Poland
1,"I honestly don't recommend this place. We went with friends based on the opinion about this place. We sat outside, ordered beer and potatoes. The lady did not inform us about the hour-long waiting time for dinner, which we heard from another waitress serving the table next to us.  After about 15 minutes, we remembered that we still didn't have the breweries, which didn't arrive for another 15 minutes, even though the waitress passed our table 5 times. After our next request for the ordered beer, the waitress disappeared into the pub for another 5 minutes. So I went inside, where it turned out that our order was not in the system. We did not receive an apology or a word of explanation, only insinuations from the waitresses about our alleged change of seats (we were sitting at the same table all the time). NOTHING! We left and we won't come back, and we sincerely advise others not to.",Tragedy,"Gdansk, Poland",Gdansk,10kasiaz,2018-10-13,,,,,,,neg,2018.0,Poland
5,"Bar pod Rybą is my favorite place in Gdańsk. I don't eat anywhere as often as at ziemniak on Piwna. It's a cozy place where you can eat something delicious at a good price. Potatoes from PLN 16 to PLN 50 (the most expensive one is potato with caviar, there is only one such expensive item on the menu). Plus beers from the regional Amber brewery. 
Very nice staff who already recognize me and greet me with a smile.
Very nice, old-style decor. 
You don't have to wait long for a potato, but sometimes you have to wait a long time for a seat.
A nice option is the cellar, specifically Joppengase, where there are always fewer people and I have never had a table without a free table. I waited a long time for the pub part of Bar pod Rybą to open, but it was worth the wait!",My absolute number 1 in Gdańsk!,"Gdansk, Poland",Gdansk,AgnieszkaBe,2018-10-01,,,,,,,pos,2018.0,Poland
4,"My friends took me out for a potato snack and after the meal I was very positively surprised. 
A large selection of potato additions, the ability to mix them half and half, a large portion and, most importantly, very tasty. The waiting time was bearable for a Saturday afternoon, as were the prices, considering the city center. 
I'll be happy to go back there someday! :) ",A very tasty potato surprise!,"Gdansk, Poland",Gdansk,maagdalenaa_w,2018-06-16,,,,,,,pos,2018.0,Poland
4,"We went to Bar pod rybą for fish misled by the name but we didn't regret our visit there. The restaurant offers potatoes stuffed with variuos things. It is amazing how many ways you can serve potatoes. 
The restaurant is located in a nice place and in summer you can enjoy sitting at tarrace.
Don't got there for fish but try their potatoes :)",Bar Under Potato,"Gdansk, Poland",Gdansk,karanka90,2018-02-25,,,,,,,pos,2018.0,Poland
5,"This place has a dozen, if not several dozen, types of potatoes in various versions on its menu, showing how you can get something incredibly good from a trivial ingredient. When I come here many times, I always order a different dish, but I could never say that the food was not good. Always fast and very tasty, what's more important, for not a lot of money. Nice service that knows what to recommend to a given client - a revelation for me.",A potato that's hard to forget.,"Gdansk, Poland",Gdansk,VikiAndrzej,2017-11-13,,,,,,,pos,2017.0,Poland
5,"Great location, nice decor, very nice service and very tasty potatoes! Karolina's pancakes were particularly delicious - potato pancakes with cheese and bacon. In fact, when choosing a dish, you should take into account the fact that the potato itself is quite bland, but if you add the right expressive additions, it is delicious :-) I heartily recommend it.",very tasty and nice,"Gdansk, Poland",Gdansk,dominikaz633,2017-10-07,,,,,,,pos,2017.0,Poland
5,"Very nice place, but very crowded on weekends - you can make a reservation - a big plus.
The food is very tasty, I recommend pyra with gzik - Poznań style, or with spinach and egg - very good.
The service was nice and fast.
Prices are rather high - although this is the norm in Gdańsk.",I recommend!,"Gdansk, Poland",Gdansk,tacha76,2017-07-30,,,,,,,pos,2017.0,Poland
4,"It is quite decent bar with good food. Clean and nice interior but tables are too close each other so if you want to talk privately it is not a good place. Food is plane and tasty, fish or potato pie very tasty. You do not have to wait long for your meal. It is good place for  dinner.",If you want to eat tasty food without waiting too long,"Gdansk, Poland",Gdansk,IzaU2013,2017-05-02,,,,,,,pos,2017.0,Poland
4,"Solid portions of tasty food. From traditional polish to other more fancy ones (veg, meat, shrimp you name it they have it).
Grilled fresh, served hot. 
In high season prepare to wait for a fee table. 
Hot tea with fruit is beyond delicious.",Million ways with potato,"Gdansk, Poland",Gdansk,martabZ3672KM,2017-04-30,,,,,,,pos,2017.0,Poland
4,"Anyone who misinterprets the name and expects a menu full of fish will be a little surprised - the menu is dominated by baked potatoes and potato pancakes in dozens of varieties. The dishes are tasty, have a distinct taste, not too big and not too small. Even though the room is full, you don't have to wait long and the prices are more than acceptable for this location.
The decor is interesting, although not very memorable. Very nice service, smiling, natural in behavior. A good place for a one-time visit, fans of their signature dish will probably come back here.",Baked potatoes pod Rybą,"Gdansk, Poland",Gdansk,BearFT,2017-04-11,,,,,,,pos,2017.0,Poland
5,"Potatoes are amazing there. Service extremely nice, I can never leave without tip to them as they are doing great job.",My favourite in Gdansk,"Gdansk, Poland",Gdansk,MihailChatens,2017-03-12,,,,,,,pos,2017.0,Poland
5,"We ate with pleasure. Great beer. Delicious food. Friendly Russian speaking staff. If possible, we will come again.",Great unique place,"Gdansk, Poland",Gdansk,R3734BL_,2017-01-05,,,,,,,pos,2017.0,Poland
5,"Delicious food. Fantastic potatoes with toppings. One potato is enough for dinner. The restaurant is always full, which means that the cuisine is good. If I'm not mistaken, this is the third location of the bar, but it does not affect the taste of the dishes served. It is worth recommending the sauces, especially the caper one. The staff can professionally recommend the right sauce for the dish. I highly recommend it both to locals who have not had the opportunity to visit here yet, as well as to tourists. Recently, the place has been expanded by a few outdoor tables, so it should be easier to find a place, especially in the summer season.",Super,"Gdansk, Poland",Gdansk,4rafalz,2016-09-25,,,,,,,pos,2016.0,Poland
5,"We really liked the ""fish"" potatoes :D Mexican and buccaneer worth recommending :) we will come back here again",The legendary potato,"Gdansk, Poland",Gdansk,TrailBlazer637639,2016-09-12,,,,,,,pos,2016.0,Poland
5,"It looks like an ordinary potato, but it can be served in such a tasty and eye-pleasing way :) many salads with potatoes straight from the oven guarantee that you will visit this place many times. The only downside is that because of the good food, there are a lot of people and you have to wait for your dish :)",Potato in every form,"Gdansk, Poland",Gdansk,Gosha86,2016-09-04,,,,,,,pos,2016.0,Poland
4,"Every time I come here I choose a different item from the menu, and there is a lot to choose from, I have never been disappointed. The potatoes and stuffing are delicious, although in the past the portions were much larger. The dishes are fresh and the prices are quite affordable for the Old Town. I've eaten similar dishes elsewhere, but nowhere were they as good. ",The best potatoes in town,"Gdansk, Poland",Gdansk,kamil0n,2016-08-10,,,,,,,pos,2016.0,Poland
5,I sincerely recommend it. Delicious potatoes stuffed with various fillings yummy! An interesting idea for serving an ordinary potato - a big plus for 'something different' Portions are too big for me :),Delicious and creative,"Gdansk, Poland",Gdansk,madziorrr,2016-08-04,,,,,,,pos,2016.0,Poland
5,"The owner started with a modest bar on Stągiewna, then in a small street near Neptune and settled on Piwna. The menu has grown, but I have always been faithful to duo mix. Potato has never let me down. A sure place to invite visiting friends. I recommend!",Potato and I have known each other for over 20 years!,"Gdansk, Poland",Gdansk,GoJagna,2016-07-10,,,,,,,pos,2016.0,Poland
4,"A good, inexpensive restaurant that serves delicious baked potatoes. They've been the same for years, super good, unique.",Baked potatoes are the best in Gdańsk,"Gdansk, Poland",Gdansk,l0uise78,2016-05-16,,,,,,,pos,2016.0,Poland
4,"Good and tasty food, affordable prices for the old town, tasty Gypsy cake, ok service.",Tasty and simple food,"Gdansk, Poland",Gdansk,TraVeler2062,2016-04-14,,,,,,,pos,2016.0,Poland
4,"Great service, fast quality food. The only thing I didn't like was my girlfriend dish was with fish and it seem out of cane. I ate the Mexican potatoe and very good and a good portion. Good experience to eat a good warm heavy meal! ",Reasonable prices for big portions,"Gdansk, Poland",Gdansk,G313CIpedrod,2016-03-08,,,,,,,pos,2016.0,Poland
